response_id,company_id,survey_year,quarter,country,region,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,ai_adoption_rate,ai_adoption_stage,years_using_ai,ai_primary_tool,num_ai_tools_used,ai_use_case,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction,survey_source,data_collection_method
89741,COMP-05609,2026,Q1,Netherlands,Europe,Technology,Startup,22,45.62,2022,4,0-5 years,61.96,partial,2,GitHub Copilot,3,Customer Support,9,31.35,10.83,0.425,13.98,224657.16,81,Medium,No,59,66.81,5.96,27.5,6.15,16.21,1,2,1,4.38,9.45,65,5.69,Internal Corporate Survey,Phone Interview
101800,COMP-06363,2024,Q4,Australia,Oceania,Technology,Startup,56,5.97,2019,5,0-5 years,44.68,partial,3,ChatGPT,4,HR Automation,9,27.16,13.62,0.445,17.25,14515.9,77,High,No,51,72.22,6.36,23.85,6.44,11.54,2,3,4,1.09,11.94,70,5.39,LinkedIn Poll,Online Survey
44079,COMP-02755,2026,Q3,Brazil,South America,Technology,Startup,14,6.12,1994,32,30+ years,53.27,partial,3,Claude,3,Customer Support,7,45.04,14.75,0.501,16.61,64490.11,80,Medium,No,69,54.04,5.17,38.35,13.31,21.65,1,1,2,13.36,4.26,54,6.91,Internal Corporate Survey,API Scrape
151028,COMP-09440,2023,Q4,Nigeria,Africa,Healthcare,Enterprise,7838,9218.24,2004,19,16-30 years,34.62,pilot,7,ChatGPT,1,HR Automation,10,28.36,10.33,0.423,25.49,121497.83,60,Medium,No,55,38.37,7.2,22.41,5.35,15.49,473,401,278,3.96,6.83,59,5.1,WEF Survey,Research Compilation
20852,COMP-01304,2023,Q4,Germany,Europe,Logistics,Startup,64,49.42,2002,21,16-30 years,24.98,pilot,5,ChatGPT,2,Fraud Detection,7,19.39,6.39,0.283,36.5,49317.35,80,High,No,62,30.06,4.73,16.4,5.26,8.58,3,2,2,-5.0,10.72,44,5.98,McKinsey Report,Online Survey
104629,COMP-06540,2024,Q1,France,Europe,Healthcare,SME,550,165.91,2021,3,0-5 years,29.69,pilot,2,ChatGPT,3,HR Automation,4,5.79,10.1,0.225,30.79,30469.78,69,Medium,Yes,62,27.53,6.12,16.8,6.43,0.0,21,19,14,-5.0,0.0,40,3.46,WEF Survey,Online Survey
121691,COMP-07606,2025,Q3,Netherlands,Europe,Agriculture,SME,537,75.79,2018,7,6-15 years,26.25,pilot,7,ChatGPT,2,Supply Chain Optimization,9,16.7,10.2,0.356,40.0,14390.83,87,High,No,53,25.21,5.11,14.63,6.89,6.3,16,21,18,7.6,6.09,51,5.48,WEF Survey,API Scrape
126026,COMP-07877,2025,Q2,India,Asia,Logistics,SME,895,290.8,2006,19,16-30 years,28.42,pilot,8,ChatGPT,1,Customer Support,3,22.83,6.55,0.232,32.5,21282.53,75,Medium,No,54,20.05,5.93,15.38,4.09,3.5,42,16,28,1.59,1.93,59,4.12,WEF Survey,Phone Interview
68647,COMP-04291,2024,Q3,Italy,Europe,Retail,Enterprise,16099,3742.68,2001,23,16-30 years,49.57,partial,8,Other,3,Customer Support,15,28.93,6.64,0.459,27.53,15432.32,64,Medium,Yes,65,27.92,6.58,23.45,9.16,15.32,617,824,1451,0.67,8.03,70,5.48,LinkedIn Poll,Online Survey
86731,COMP-05421,2025,Q3,Chile,South America,Finance,SME,781,137.04,2002,23,16-30 years,46.67,partial,7,Custom Internal AI,2,HR Automation,7,26.26,9.27,0.35,25.14,16258.9,80,Medium,No,60,35.24,4.87,21.15,5.38,6.64,44,44,71,2.28,4.46,41,3.89,WEF Survey,Online Survey
151193,COMP-09450,2025,Q1,Netherlands,Europe,Manufacturing,SME,515,245.66,2017,8,6-15 years,11.45,pilot,7,ChatGPT,2,Customer Support,4,0.0,6.89,0.159,40.0,32880.31,75,High,No,50,24.74,5.29,12.46,2.55,0.84,16,8,0,-1.45,2.71,51,4.83,McKinsey Report,API Scrape
16510,COMP-01032,2026,Q2,Vietnam,Asia,Healthcare,SME,841,343.83,2017,9,6-15 years,59.62,partial,6,ChatGPT,2,Predictive Maintenance,5,25.92,12.56,0.359,17.13,51348.4,64,High,No,58,52.78,5.94,42.54,12.62,21.17,81,59,60,11.6,5.78,56,7.58,Internal Corporate Survey,Phone Interview
148749,COMP-09297,2026,Q1,Argentina,South America,Technology,SME,871,283.03,2018,8,6-15 years,7.23,none,0,Gemini,1,Software Development,3,11.49,2.37,0.129,32.39,7702.08,57,Medium,Yes,58,54.13,5.95,5.51,0.47,6.12,5,0,18,-3.95,0.0,49,5.2,Internal Corporate Survey,Research Compilation
63768,COMP-03986,2024,Q4,Singapore,Asia,Technology,Startup,19,16.71,2005,19,16-30 years,45.27,partial,6,GitHub Copilot,2,Marketing Automation,9,32.07,10.68,0.426,16.75,93964.9,60,High,No,64,65.08,6.82,25.29,10.55,17.7,1,1,2,8.87,6.05,41,7.02,Internal Corporate Survey,API Scrape
129163,COMP-08073,2025,Q3,Australia,Oceania,Technology,Startup,88,16.51,2017,8,6-15 years,59.26,partial,8,Claude,2,Customer Support,11,24.43,14.39,0.477,39.31,26989.53,70,High,No,71,73.88,5.09,29.71,5.19,19.28,5,5,6,13.98,6.31,69,5.64,Internal Corporate Survey,API Scrape
34101,COMP-02132,2024,Q1,Canada,North America,Consulting,SME,708,141.7,2018,6,6-15 years,50.55,partial,5,GitHub Copilot,2,Customer Support,8,28.17,7.83,0.355,17.17,15673.22,80,High,Yes,51,52.06,6.45,33.42,9.1,12.16,51,42,31,11.47,4.36,59,5.49,WEF Survey,Research Compilation
99136,COMP-06196,2026,Q4,Malaysia,Asia,Finance,SME,414,305.84,2020,6,6-15 years,32.65,pilot,6,Claude,2,Customer Support,2,15.06,8.5,0.209,34.42,62811.5,65,Medium,No,42,51.31,5.05,10.67,2.75,3.48,18,15,22,-5.0,3.48,40,5.19,McKinsey Report,Phone Interview
118465,COMP-07405,2023,Q1,Malaysia,Asia,Logistics,SME,765,269.53,2015,8,6-15 years,22.63,pilot,3,Claude,2,Predictive Maintenance,6,11.24,7.22,0.243,38.58,25453.91,58,High,No,44,26.7,4.91,11.69,10.05,1.44,21,19,28,-0.64,0.0,53,5.04,WEF Survey,Phone Interview
70930,COMP-04434,2023,Q2,South Korea,Asia,Manufacturing,SME,195,495.57,1999,24,16-30 years,19.62,pilot,6,ChatGPT,3,Predictive Maintenance,4,33.52,7.23,0.303,29.28,183794.25,87,High,Yes,62,23.11,7.24,14.35,5.33,8.49,2,3,20,3.52,0.0,64,5.81,LinkedIn Poll,Online Survey
158403,COMP-09901,2023,Q3,Chile,South America,Manufacturing,SME,773,271.69,2015,8,6-15 years,29.24,pilot,2,ChatGPT,2,HR Automation,2,14.74,8.22,0.204,30.85,28904.45,77,Low,No,58,38.59,5.43,17.48,4.53,8.11,16,14,15,1.97,3.06,49,5.03,McKinsey Report,Phone Interview
45458,COMP-02842,2023,Q2,Australia,Oceania,Agriculture,Enterprise,5507,4201.45,2019,4,0-5 years,48.29,partial,1,Gemini,2,Customer Support,6,21.94,12.3,0.355,30.45,93804.42,81,Medium,No,59,50.32,5.43,28.28,8.53,4.12,415,315,335,2.1,6.55,61,5.0,Internal Corporate Survey,Online Survey
56949,COMP-03560,2024,Q1,South Korea,Asia,Healthcare,SME,525,96.81,2012,12,6-15 years,38.35,partial,3,Gemini,2,Medical Diagnostics,3,42.85,6.13,0.31,20.04,11296.22,83,High,Yes,64,48.19,5.84,24.52,6.46,4.34,24,19,43,7.88,10.2,59,3.99,WEF Survey,Phone Interview
19662,COMP-01229,2026,Q2,UK,Europe,Manufacturing,SME,291,130.29,2007,19,16-30 years,48.48,partial,7,ChatGPT,3,Predictive Maintenance,10,47.26,11.84,0.522,18.63,53031.78,76,Medium,Yes,76,34.37,5.25,32.28,9.93,9.48,25,18,40,10.74,9.36,55,4.06,LinkedIn Poll,Online Survey
44265,COMP-02767,2025,Q1,South Korea,Asia,Finance,SME,170,190.58,2013,12,6-15 years,38.9,partial,8,Claude,3,Customer Support,12,35.34,11.17,0.496,18.16,125198.55,81,Medium,Yes,71,38.15,7.83,30.15,12.41,14.05,10,7,12,7.16,3.61,63,8.0,WEF Survey,Online Survey
80520,COMP-05033,2024,Q4,Australia,Oceania,Technology,SME,956,279.68,2003,21,16-30 years,29.83,pilot,8,GitHub Copilot,3,Marketing Automation,8,18.21,9.32,0.333,31.86,27267.77,61,Low,No,55,45.71,4.17,12.82,7.43,7.72,33,48,38,0.25,9.29,49,5.38,WEF Survey,API Scrape
146738,COMP-09172,2023,Q2,South Korea,Asia,Technology,SME,961,67.29,1999,24,16-30 years,42.18,partial,4,GitHub Copilot,4,HR Automation,4,32.63,11.4,0.355,20.41,7985.03,85,High,Yes,72,62.53,4.92,30.59,6.6,12.83,53,35,60,7.48,0.05,71,5.3,Internal Corporate Survey,Research Compilation
131567,COMP-08223,2026,Q3,China,Asia,Finance,Startup,98,30.49,2010,16,16-30 years,46.13,partial,3,Gemini,4,Fraud Detection,3,33.42,6.36,0.274,19.46,19797.61,78,High,No,55,42.1,6.04,22.15,6.01,7.06,6,4,11,-5.0,5.33,50,5.54,McKinsey Report,Online Survey
117162,COMP-07323,2025,Q2,Netherlands,Europe,Logistics,Startup,37,20.31,1996,29,16-30 years,35.89,partial,7,GitHub Copilot,3,Fraud Detection,10,23.86,9.91,0.398,32.02,54415.97,89,Medium,No,40,39.69,5.9,27.4,4.32,5.9,2,1,2,7.42,2.63,61,3.47,WEF Survey,Phone Interview
155839,COMP-09740,2026,Q3,South Korea,Asia,Education,Enterprise,4796,1869.83,1998,28,16-30 years,45.61,partial,10,ChatGPT,3,Marketing Automation,7,38.21,10.98,0.422,22.72,42802.58,66,Medium,No,61,65.66,5.35,25.91,6.83,11.88,195,260,424,8.58,9.37,51,5.86,Internal Corporate Survey,API Scrape
55601,COMP-03476,2023,Q1,Kenya,Africa,Healthcare,Enterprise,9836,3207.2,2013,10,6-15 years,45.72,partial,7,Custom Internal AI,3,Customer Support,4,32.37,8.58,0.316,23.09,27974.95,57,High,Yes,67,52.6,4.64,17.96,7.81,2.09,258,542,897,3.28,5.35,59,4.56,Internal Corporate Survey,Phone Interview
4074,COMP-00255,2025,Q2,UK,Europe,Education,SME,623,80.31,1999,26,16-30 years,25.79,pilot,3,Other,2,Customer Support,4,23.05,9.76,0.293,37.2,12583.16,70,Low,Yes,61,47.1,5.8,18.66,5.26,14.13,28,7,48,8.57,1.72,55,5.09,Internal Corporate Survey,Phone Interview
21580,COMP-01349,2025,Q4,Netherlands,Europe,Retail,Startup,26,14.29,2008,17,16-30 years,39.12,partial,8,ChatGPT,2,Supply Chain Optimization,8,20.73,10.62,0.361,30.97,58390.99,83,High,Yes,72,50.7,4.79,31.2,8.25,17.67,2,1,2,6.32,8.55,72,6.59,LinkedIn Poll,Phone Interview
61995,COMP-03875,2025,Q3,UK,Europe,Retail,Startup,62,20.06,2009,16,16-30 years,49.43,partial,8,Gemini,3,Marketing Automation,8,25.37,12.35,0.404,25.67,39953.31,52,Medium,No,56,33.64,6.72,36.11,10.81,7.37,4,3,4,4.76,9.8,61,5.9,LinkedIn Poll,Phone Interview
16216,COMP-01014,2024,Q4,Kenya,Africa,Technology,SME,182,116.7,2012,12,6-15 years,54.39,partial,2,Gemini,2,Marketing Automation,10,63.59,13.09,0.606,17.52,83956.39,56,Medium,No,62,66.6,7.6,29.73,8.47,19.77,15,14,30,12.01,7.86,59,5.82,Internal Corporate Survey,Phone Interview
106432,COMP-06652,2026,Q4,Australia,Oceania,Technology,SME,814,82.07,1992,34,30+ years,49.76,partial,4,ChatGPT,3,Software Development,15,46.79,18.86,0.696,15.65,19019.89,73,Medium,Yes,67,65.25,7.74,17.56,9.49,24.77,38,51,83,13.95,5.39,71,7.12,LinkedIn Poll,Research Compilation
152575,COMP-09536,2026,Q3,Poland,Europe,Healthcare,Startup,46,45.68,2018,8,6-15 years,32.76,pilot,4,Custom Internal AI,2,Customer Support,6,29.49,4.62,0.284,31.73,45866.62,81,High,No,64,50.28,5.55,10.35,5.38,3.2,0,1,3,-2.27,9.47,49,4.83,Internal Corporate Survey,Phone Interview
5910,COMP-00370,2024,Q2,China,Asia,Agriculture,Enterprise,8446,4293.5,1994,30,16-30 years,35.97,partial,4,Custom Internal AI,1,Supply Chain Optimization,7,12.45,11.51,0.322,28.04,58525.28,77,Low,Yes,58,33.46,5.26,9.82,7.85,5.24,171,314,330,1.12,2.49,67,4.61,McKinsey Report,API Scrape
67784,COMP-04237,2024,Q4,Japan,Asia,Agriculture,Startup,19,36.2,2001,23,16-30 years,4.07,none,0,Gemini,1,HR Automation,3,0.0,1.76,0.073,32.77,33564.36,78,Medium,No,53,10.32,4.89,0.0,1.24,0.0,0,0,0,-1.95,0.0,50,3.53,LinkedIn Poll,Online Survey
87040,COMP-05440,2026,Q4,Philippines,Asia,Agriculture,SME,314,150.33,2018,8,6-15 years,9.35,none,0,Custom Internal AI,1,HR Automation,1,7.95,3.15,0.092,34.59,15102.19,66,Low,No,62,24.86,4.24,6.75,4.9,0.0,5,4,4,-4.83,0.08,55,3.02,LinkedIn Poll,API Scrape
126263,COMP-07892,2024,Q3,India,Asia,Consulting,SME,109,398.94,2005,19,16-30 years,43.05,partial,7,Gemini,3,Marketing Automation,8,37.71,10.17,0.426,29.66,372110.58,63,High,Yes,66,62.92,4.8,32.12,11.64,8.9,7,7,12,5.16,3.7,56,5.11,Internal Corporate Survey,Online Survey
45757,COMP-02860,2026,Q1,South Africa,Africa,Technology,SME,254,195.73,2019,7,6-15 years,42.89,partial,4,Gemini,3,HR Automation,9,36.18,9.69,0.43,27.71,74708.5,61,Low,Yes,63,63.93,6.93,18.48,9.01,10.37,12,17,17,10.89,4.36,67,6.39,LinkedIn Poll,API Scrape
14201,COMP-00888,2025,Q1,South Korea,Asia,Technology,SME,242,459.77,1999,26,16-30 years,39.74,partial,6,ChatGPT,2,Marketing Automation,7,25.45,12.04,0.383,22.24,228670.24,73,Medium,No,53,58.49,5.57,28.27,8.16,13.02,10,13,16,4.31,6.45,50,4.79,LinkedIn Poll,API Scrape
89806,COMP-05613,2026,Q2,UK,Europe,Agriculture,Startup,93,28.38,2005,21,16-30 years,41.6,partial,3,Claude,2,Customer Support,5,37.52,8.53,0.353,17.9,26025.44,83,Medium,Yes,65,38.46,5.88,24.73,7.47,15.46,5,4,10,7.47,7.71,65,6.9,WEF Survey,API Scrape
32494,COMP-02031,2026,Q2,Philippines,Asia,Finance,SME,756,255.62,2015,11,6-15 years,32.37,pilot,6,Gemini,2,HR Automation,5,29.86,9.51,0.334,24.72,32139.25,70,High,Yes,64,51.74,6.58,11.95,3.3,7.56,16,26,41,-0.73,0.85,60,4.3,WEF Survey,Phone Interview
15254,COMP-00954,2024,Q2,Netherlands,Europe,Education,SME,515,351.99,1995,29,16-30 years,8.12,none,0,Claude,1,Software Development,4,11.27,3.56,0.161,37.69,24330.11,75,Medium,Yes,54,39.21,6.03,3.66,1.89,6.66,4,3,0,6.9,5.94,46,4.63,McKinsey Report,Online Survey
32331,COMP-02021,2025,Q3,Argentina,South America,Manufacturing,SME,320,495.98,2012,13,6-15 years,42.66,partial,4,ChatGPT,2,HR Automation,6,36.31,10.52,0.392,15.86,163025.84,70,High,No,57,32.3,5.0,21.32,3.59,13.41,15,15,24,-2.1,0.0,65,5.39,Internal Corporate Survey,Online Survey
85175,COMP-05324,2024,Q3,New Zealand,Oceania,Healthcare,SME,776,271.78,2003,21,16-30 years,53.57,partial,8,Gemini,2,HR Automation,6,22.76,15.55,0.402,23.74,54459.24,51,Medium,Yes,67,39.34,5.01,33.35,9.03,19.22,63,48,45,8.91,4.07,52,6.48,WEF Survey,Phone Interview
67465,COMP-04217,2025,Q1,Netherlands,Europe,Technology,SME,556,433.64,2020,5,0-5 years,27.3,pilot,1,ChatGPT,2,Software Development,6,15.09,7.08,0.257,29.28,55256.34,71,Medium,No,43,57.81,5.79,15.05,2.99,6.96,22,18,28,0.42,3.7,54,4.68,WEF Survey,Online Survey
2470,COMP-00155,2024,Q2,Malaysia,Asia,Education,Enterprise,11457,6069.18,2007,17,16-30 years,30.07,pilot,3,Custom Internal AI,1,Software Development,8,13.93,13.31,0.369,32.65,70485.79,66,Medium,No,54,49.41,5.61,11.92,4.45,3.58,247,330,647,5.65,3.29,55,4.96,McKinsey Report,Phone Interview
48939,COMP-03059,2025,Q3,USA,North America,Healthcare,Startup,52,20.41,1992,33,30+ years,27.36,pilot,6,ChatGPT,1,HR Automation,7,25.48,5.98,0.303,27.75,23489.84,83,High,No,54,37.38,6.68,6.83,4.95,12.39,1,1,5,7.41,1.63,61,6.07,Internal Corporate Survey,Research Compilation
114992,COMP-07187,2026,Q4,South Africa,Africa,Healthcare,SME,182,319.78,1995,31,30+ years,36.03,partial,8,Gemini,1,Medical Diagnostics,8,8.5,13.04,0.343,26.23,229063.95,57,High,Yes,62,47.34,4.59,16.36,7.2,8.85,7,7,4,6.89,8.44,42,5.14,WEF Survey,Online Survey
43807,COMP-02738,2026,Q3,Chile,South America,Retail,Enterprise,18480,583.74,2010,16,16-30 years,26.18,pilot,10,Claude,2,Fraud Detection,10,11.38,8.45,0.327,36.13,2669.03,74,Medium,Yes,63,34.37,5.51,10.42,4.69,8.74,602,621,482,1.62,1.79,62,6.61,McKinsey Report,API Scrape
68981,COMP-04312,2024,Q1,USA,North America,Retail,Startup,60,15.44,1995,29,16-30 years,61.7,partial,5,Gemini,4,Fraud Detection,11,37.83,10.21,0.477,21.35,26261.63,67,Low,Yes,63,55.62,5.97,27.92,8.61,14.51,3,3,6,-5.0,10.52,56,6.39,Internal Corporate Survey,API Scrape
1822,COMP-00114,2026,Q2,Egypt,Africa,Retail,Enterprise,4086,1496.26,2017,9,6-15 years,13.94,pilot,9,Gemini,2,Supply Chain Optimization,3,10.54,5.58,0.168,40.0,20438.9,63,High,Yes,58,13.72,4.62,27.63,7.51,0.87,293,72,139,1.47,9.88,40,5.62,Internal Corporate Survey,API Scrape
1728,COMP-00108,2026,Q4,Poland,Europe,Technology,Enterprise,11478,5360.74,2006,20,16-30 years,62.61,partial,4,GitHub Copilot,3,Customer Support,11,54.89,14.12,0.6,8.5,65924.22,72,Medium,No,61,71.06,6.54,41.44,13.25,20.31,1022,822,1443,13.51,6.89,68,6.67,LinkedIn Poll,Phone Interview
65556,COMP-04098,2023,Q4,Vietnam,Asia,Technology,SME,976,203.42,2012,11,6-15 years,28.65,pilot,2,Other,2,HR Automation,6,35.89,8.56,0.364,22.8,17851.2,53,High,No,59,53.13,5.68,13.98,4.45,15.37,49,40,73,8.92,3.74,47,5.73,Internal Corporate Survey,Phone Interview
109198,COMP-06825,2026,Q2,Egypt,Africa,Technology,Startup,49,18.38,2003,23,16-30 years,26.11,pilot,7,Custom Internal AI,3,Marketing Automation,8,21.9,7.75,0.328,36.26,29052.63,75,Medium,No,54,63.0,5.02,19.96,4.88,8.86,2,1,1,5.64,8.87,66,4.75,WEF Survey,Research Compilation
140605,COMP-08788,2026,Q1,Spain,Europe,Finance,Enterprise,18174,6521.53,2016,10,6-15 years,33.96,pilot,9,Claude,2,Marketing Automation,5,26.78,9.1,0.316,28.85,32656.52,82,High,Yes,63,56.84,4.88,28.57,8.61,5.33,1157,811,511,7.05,9.97,56,5.53,LinkedIn Poll,Online Survey
125620,COMP-07852,2023,Q4,Brazil,South America,Finance,Startup,36,33.65,2000,23,16-30 years,21.69,pilot,5,Claude,1,Fraud Detection,0,13.52,6.86,0.148,29.45,64151.66,69,Medium,No,62,52.92,5.88,13.22,3.41,5.82,1,1,2,2.72,0.0,49,5.32,WEF Survey,Phone Interview
14842,COMP-00928,2025,Q2,China,Asia,Agriculture,SME,628,300.79,2002,23,16-30 years,19.08,pilot,7,Custom Internal AI,2,HR Automation,0,10.6,1.27,0.061,35.76,6103.6,85,High,Yes,66,10.27,4.57,9.2,3.2,4.76,3,14,34,8.67,5.46,45,6.06,LinkedIn Poll,Research Compilation
152315,COMP-09520,2025,Q3,France,Europe,Manufacturing,SME,775,316.51,1992,33,30+ years,22.68,pilot,6,Gemini,2,Predictive Maintenance,6,27.64,8.28,0.326,30.52,33826.06,78,High,Yes,63,21.96,5.43,8.4,3.88,13.15,15,24,44,9.18,0.88,51,5.56,McKinsey Report,Research Compilation
12353,COMP-00773,2023,Q1,Thailand,Asia,Healthcare,Startup,51,44.33,2001,22,16-30 years,42.86,partial,2,Gemini,2,Customer Support,7,13.43,7.88,0.278,27.55,68462.41,56,High,Yes,62,55.57,4.52,26.48,5.42,3.66,4,2,3,6.82,5.14,51,4.97,Internal Corporate Survey,API Scrape
130530,COMP-08159,2023,Q2,India,Asia,Manufacturing,SME,591,121.15,2012,11,6-15 years,58.87,partial,3,Other,3,HR Automation,15,54.75,13.87,0.663,17.03,28435.37,63,High,Yes,69,50.84,8.64,25.79,7.66,13.55,36,50,81,12.87,4.98,71,7.05,Internal Corporate Survey,API Scrape
51997,COMP-03250,2026,Q1,France,Europe,Education,SME,196,76.12,2003,23,16-30 years,30.96,pilot,8,Gemini,2,HR Automation,1,23.57,10.43,0.254,32.94,40518.31,87,High,Yes,57,46.07,5.42,20.12,3.4,2.82,8,10,12,-4.5,3.81,50,3.74,McKinsey Report,API Scrape
23692,COMP-01481,2025,Q4,Germany,Europe,Education,Startup,99,45.05,2012,13,6-15 years,34.04,pilot,6,Claude,1,Software Development,6,33.29,6.27,0.322,30.79,28515.82,75,Medium,No,54,49.61,5.59,11.8,3.79,9.68,3,4,7,2.67,3.82,58,5.26,McKinsey Report,Research Compilation
153079,COMP-09568,2024,Q3,Japan,Asia,Retail,SME,801,231.71,2022,2,0-5 years,20.19,pilot,2,GitHub Copilot,2,Supply Chain Optimization,6,20.7,8.7,0.302,36.81,25170.86,77,Medium,No,60,30.06,5.27,24.24,5.5,5.57,40,14,49,2.36,0.0,60,4.42,McKinsey Report,Online Survey
31846,COMP-01991,2024,Q2,Australia,Oceania,Retail,Enterprise,5261,7593.37,2015,9,6-15 years,53.7,partial,6,ChatGPT,2,Fraud Detection,7,45.57,12.57,0.474,10.13,181483.31,61,Medium,Yes,60,59.72,6.07,24.54,8.67,10.69,205,358,503,-0.77,1.37,74,6.19,WEF Survey,Research Compilation
154344,COMP-09647,2024,Q4,USA,North America,Retail,SME,298,495.94,2016,8,6-15 years,22.78,pilot,2,Custom Internal AI,2,Marketing Automation,5,23.28,8.84,0.298,24.8,147135.2,62,High,No,61,17.64,5.5,13.15,1.44,2.32,9,10,14,-5.0,6.54,56,5.59,WEF Survey,Phone Interview
139950,COMP-08747,2026,Q2,Sweden,Europe,Education,Enterprise,2991,6158.36,2004,22,16-30 years,23.87,pilot,5,ChatGPT,2,Software Development,8,21.24,6.23,0.305,32.82,128272.91,77,Medium,Yes,63,41.22,4.63,7.39,6.79,0.0,62,66,165,-3.1,5.34,46,3.62,McKinsey Report,Phone Interview
69798,COMP-04363,2024,Q2,South Africa,Africa,Finance,SME,426,242.35,2022,2,0-5 years,26.21,pilot,2,ChatGPT,2,Customer Support,6,25.77,5.9,0.286,27.26,33572.07,67,Medium,No,59,46.97,5.55,5.08,2.2,12.13,0,13,18,7.46,0.0,51,5.66,LinkedIn Poll,API Scrape
79621,COMP-04977,2024,Q1,Australia,Oceania,Consulting,SME,283,171.17,2010,14,6-15 years,26.71,pilot,8,Claude,3,Marketing Automation,3,27.98,6.27,0.25,29.02,37919.82,68,Low,No,55,38.69,5.91,9.6,7.89,3.29,9,8,17,-1.25,4.06,41,4.78,Internal Corporate Survey,Online Survey
129476,COMP-08093,2023,Q4,Thailand,Asia,Healthcare,Startup,73,11.96,2007,16,16-30 years,36.81,partial,6,ChatGPT,3,HR Automation,9,32.11,10.57,0.425,13.34,17310.42,83,Medium,Yes,66,21.45,6.13,23.56,4.8,13.57,3,3,8,-0.04,6.72,51,7.17,LinkedIn Poll,Online Survey
54812,COMP-03426,2025,Q4,Vietnam,Asia,Consulting,SME,706,53.65,1995,30,16-30 years,30.99,pilot,3,Gemini,3,Customer Support,4,23.95,4.79,0.23,36.01,3639.26,62,Medium,No,68,55.38,6.29,15.26,4.04,5.74,15,26,46,3.87,6.06,51,3.42,WEF Survey,Online Survey
34681,COMP-02168,2025,Q1,Vietnam,Asia,Logistics,SME,912,294.28,1990,35,30+ years,50.87,partial,4,GitHub Copilot,4,Supply Chain Optimization,5,29.25,12.09,0.366,22.05,39008.75,54,Low,No,51,40.55,5.42,34.4,8.55,15.44,61,48,67,4.54,11.94,43,5.8,WEF Survey,Online Survey
46663,COMP-02917,2024,Q3,India,Asia,Finance,Startup,32,48.44,2010,14,6-15 years,41.41,partial,6,Claude,1,HR Automation,6,29.44,10.29,0.36,22.7,155765.71,72,Medium,No,64,56.69,4.69,13.88,4.02,3.29,0,1,2,5.13,4.63,59,5.23,Internal Corporate Survey,Phone Interview
4752,COMP-00297,2026,Q4,Japan,Asia,Healthcare,Enterprise,7563,779.25,1991,35,30+ years,72.15,full,5,ChatGPT,3,Predictive Maintenance,15,41.76,20.38,0.696,25.42,21000.84,68,High,Yes,72,53.91,6.79,38.94,9.82,23.46,594,609,909,6.14,11.38,71,6.54,Internal Corporate Survey,Online Survey
9294,COMP-00581,2026,Q2,Australia,Oceania,Logistics,SME,482,171.61,2000,26,16-30 years,21.34,pilot,7,ChatGPT,1,Customer Support,4,22.75,7.39,0.26,38.14,26327.29,76,High,Yes,61,38.74,3.93,21.28,4.89,2.89,18,12,13,7.91,3.65,46,4.41,Internal Corporate Survey,API Scrape
155194,COMP-09700,2025,Q2,Netherlands,Europe,Consulting,Enterprise,3053,2909.54,2006,19,16-30 years,46.66,partial,6,Claude,3,Software Development,9,27.49,16.79,0.488,22.63,159989.72,78,High,Yes,60,50.39,5.75,27.75,4.61,14.49,224,199,124,-1.06,13.49,56,5.83,WEF Survey,Phone Interview
134901,COMP-08432,2024,Q1,Sweden,Europe,Technology,Startup,61,46.74,1991,33,30+ years,48.97,partial,2,Claude,3,HR Automation,8,27.46,9.72,0.377,25.48,74478.71,95,Medium,Yes,59,63.25,4.56,23.58,9.48,8.69,3,4,4,5.49,0.43,50,6.81,WEF Survey,Online Survey
137756,COMP-08610,2025,Q4,Argentina,South America,Technology,SME,449,293.2,1991,34,30+ years,17.17,pilot,8,ChatGPT,2,Software Development,0,20.97,12.1,0.249,26.1,79044.88,60,Low,Yes,54,48.64,4.9,1.21,4.18,0.0,3,12,35,-1.61,1.85,59,4.53,Internal Corporate Survey,Research Compilation
141049,COMP-08816,2025,Q1,Netherlands,Europe,Technology,Enterprise,10693,6413.13,1997,28,16-30 years,55.45,partial,6,GitHub Copilot,1,HR Automation,10,38.84,19.14,0.584,18.9,114777.88,84,Low,Yes,76,68.43,5.84,22.47,8.35,20.41,343,608,1173,9.38,1.39,68,6.39,McKinsey Report,API Scrape
117670,COMP-07355,2024,Q2,Canada,North America,Technology,SME,571,375.08,2020,4,0-5 years,54.79,partial,1,Claude,4,Software Development,10,32.84,14.87,0.502,20.66,97661.91,63,Medium,No,57,66.81,5.4,7.88,4.43,10.65,9,31,54,5.25,7.84,72,5.21,LinkedIn Poll,Research Compilation
